open_time,open,high,low,close,volume,spread,real_volume
2017-05-01 20:00:00,0.69074,0.69121,0.69019,0.69061,2946,0,0
2017-05-02 00:00:00,0.6906,0.69281,0.6906,0.69257,4571,0,0
2017-05-02 04:00:00,0.69258,0.69357,0.69126,0.69126,4749,0,0
2017-05-02 08:00:00,0.69125,0.69208,0.69032,0.69207,4281,0,0
2017-05-02 12:00:00,0.69208,0.69239,0.69052,0.69167,3933,0,0
2017-05-02 16:00:00,0.69168,0.69284,0.6916,0.69271,4629,0,0
2017-05-02 20:00:00,0.6927,0.69397,0.69253,0.6934,3751,0,0
2017-05-03 00:00:00,0.69339,0.69679,0.69327,0.69492,5043,0,0
2017-05-03 04:00:00,0.69493,0.69526,0.69422,0.69424,3795,0,0
2017-05-03 08:00:00,0.69425,0.69428,0.69145,0.69185,4962,0,0
2017-05-03 12:00:00,0.69186,0.69265,0.69083,0.69154,5631,0,0
2017-05-03 16:00:00,0.6914,0.69143,0.68976,0.69104,5266,0,0
2017-05-03 20:00:00,0.69106,0.69197,0.68665,0.68851,8036,0,0
2017-05-04 00:00:00,0.68849,0.68927,0.68808,0.68836,3936,0,0
2017-05-04 04:00:00,0.68837,0.68855,0.68657,0.68673,3707,0,0
2017-05-04 08:00:00,0.68672,0.68834,0.68606,0.6882,6255,0,0
2017-05-04 12:00:00,0.68821,0.68822,0.68429,0.68487,6679,0,0
2017-05-04 16:00:00,0.68486,0.68634,0.68385,0.68555,7107,0,0
2017-05-04 20:00:00,0.68554,0.68745,0.68511,0.68705,3529,0,0
2017-05-05 00:00:00,0.68704,0.68759,0.68615,0.68656,3917,0,0
2017-05-05 04:00:00,0.68655,0.68869,0.68605,0.68638,5260,0,0
2017-05-05 08:00:00,0.68639,0.69001,0.68635,0.68958,6935,0,0
2017-05-05 12:00:00,0.68957,0.69186,0.68797,0.69016,8370,0,0
2017-05-05 16:00:00,0.69017,0.69202,0.68993,0.69148,6011,0,0
2017-05-05 20:00:00,0.69147,0.6928,0.69098,0.69217,4529,0,0
2017-05-08 00:00:00,0.69165,0.69165,0.68877,0.69037,5537,0,0
2017-05-08 04:00:00,0.69038,0.69327,0.69019,0.69288,4217,0,0
2017-05-08 08:00:00,0.69289,0.69447,0.69235,0.69349,6115,0,0
2017-05-08 12:00:00,0.6935,0.69393,0.69112,0.69211,5654,0,0
2017-05-08 16:00:00,0.6921,0.69245,0.68957,0.69081,4721,0,0
2017-05-08 20:00:00,0.6908,0.69168,0.69039,0.69081,3509,0,0
2017-05-09 00:00:00,0.69082,0.69257,0.69078,0.69151,6086,0,0
2017-05-09 04:00:00,0.69152,0.69172,0.68957,0.68974,4215,0,0
2017-05-09 08:00:00,0.68973,0.6899,0.68795,0.68954,6252,0,0
2017-05-09 12:00:00,0.68955,0.69128,0.68826,0.68989,6441,0,0
2017-05-09 16:00:00,0.68988,0.6916,0.68818,0.68947,5397,0,0
2017-05-09 20:00:00,0.68946,0.69003,0.68843,0.69002,3863,0,0
2017-05-10 00:00:00,0.69003,0.69064,0.68888,0.68992,4893,0,0
2017-05-10 04:00:00,0.68991,0.69097,0.68945,0.69081,3343,0,0
2017-05-10 08:00:00,0.69082,0.69307,0.68966,0.69299,5933,0,0
2017-05-10 12:00:00,0.69298,0.69491,0.69292,0.69455,6336,0,0
2017-05-10 16:00:00,0.69456,0.695,0.69345,0.69413,6076,0,0
2017-05-10 20:00:00,0.69412,0.69421,0.6833,0.6851,6159,0,0
2017-05-11 00:00:00,0.68509,0.68565,0.68172,0.6823,6295,0,0
2017-05-11 04:00:00,0.68232,0.68426,0.68232,0.68415,3869,0,0
2017-05-11 08:00:00,0.68414,0.68627,0.68358,0.68426,6066,0,0
