open_time,open,high,low,close,volume
2021.10.26 19:00:00,132,132,132,132,1635
2021.10.26 19:15:00,132,132,132,132,1076
2021.10.26 19:30:00,132,132,132,132,726
2021.10.26 19:45:00,132,132,132,132,1146
2021.10.26 20:00:00,132,132,132,132,1186
2021.10.26 20:15:00,132,132,132,132,1121
2021.10.26 20:30:00,132,132,132,132,787
2021.10.26 20:45:00,132,132,132,132,793
2021.10.26 21:00:00,132,132,132,132,874
2021.10.26 21:15:00,132,132,132,132,682
2021.10.26 21:30:00,132,132,132,132,624
2021.10.26 21:45:00,132,132,132,132,841
2021.10.26 22:00:00,132,132,132,132,871
2021.10.26 22:15:00,132,132,132,132,627
2021.10.26 22:30:00,132,132,132,132,713
2021.10.26 22:45:00,132,132,132,132,724
2021.10.26 23:00:00,132,132,132,132,587
2021.10.26 23:15:00,132,132,132,132,327
2021.10.26 23:30:00,132,132,132,132,298
2021.10.26 23:45:00,132,132,132,132,651
2021.10.27 00:00:00,132,132,132,132,303
2021.10.27 00:15:00,132,132,132,132,767
2021.10.27 00:30:00,132,132,132,132,481
2021.10.27 00:45:00,132,132,132,132,866
2021.10.27 01:00:00,132,132,132,132,1788
2021.10.27 01:15:00,132,132,132,132,457
2021.10.27 01:30:00,132,132,132,132,735
2021.10.27 01:45:00,132,132,132,132,730
2021.10.27 02:00:00,132,132,132,132,708
2021.10.27 02:15:00,132,132,132,132,429
2021.10.27 02:30:00,132,132,132,132,395
2021.10.27 02:45:00,132,132,132,132,593
2021.10.27 03:00:00,132,132,132,132,1827
2021.10.27 03:15:00,132,132,132,132,1344
2021.10.27 03:30:00,132,132,132,132,1964
2021.10.27 03:45:00,132,132,132,132,2488
2021.10.27 04:00:00,132,133,132,132,1743
2021.10.27 04:15:00,132,132,132,132,1203
2021.10.27 04:30:00,132,132,132,132,1222
2021.10.27 04:45:00,132,132,132,132,1145
2021.10.27 05:00:00,132,132,132,132,1311
2021.10.27 05:15:00,132,132,132,132,1101
2021.10.27 05:30:00,132,132,132,132,1060
2021.10.27 05:45:00,132,132,132,132,728
2021.10.27 06:00:00,132,132,132,132,746
2021.10.27 06:15:00,132,132,132,132,769
2021.10.27 06:30:00,132,132,132,132,706
2021.10.27 06:45:00,132,132,132,132,1035
2021.10.27 07:00:00,132,132,132,132,753
2021.10.27 07:15:00,132,132,132,132,551
2021.10.27 07:30:00,132,132,132,132,516
2021.10.27 07:45:00,132,132,132,132,760
2021.10.27 08:00:00,132,132,132,132,531
2021.10.27 08:15:00,132,132,132,132,668
2021.10.27 08:30:00,132,132,132,132,933
2021.10.27 08:45:00,132,132,132,132,1115
2021.10.27 09:00:00,132,132,132,132,1395
2021.10.27 09:15:00,132,132,132,132,1229
2021.10.27 09:30:00,132,132,132,132,1472
2021.10.27 09:45:00,132,132,132,132,1093
2021.10.27 10:00:00,132,132,132,132,2499
2021.10.27 10:15:00,132,132,132,132,2104
2021.10.27 10:30:00,132,132,132,132,2502
2021.10.27 10:45:00,132,132,132,132,2963
2021.10.27 11:00:00,132,132,132,132,2364
2021.10.27 11:15:00,132,132,132,132,1871
2021.10.27 11:30:00,132,132,132,132,2816
2021.10.27 11:45:00,132,132,132,132,2121
2021.10.27 12:00:00,132,132,132,132,3079
2021.10.27 12:15:00,132,132,132,132,2127
2021.10.27 12:30:00,132,132,132,132,2271
2021.10.27 12:45:00,132,132,132,132,2102
2021.10.27 13:00:00,132,132,132,132,2596
2021.10.27 13:15:00,132,132,132,132,1801
2021.10.27 13:30:00,132,132,132,132,1696
2021.10.27 13:45:00,132,132,132,132,1733
2021.10.27 14:00:00,132,132,132,132,1743
2021.10.27 14:15:00,132,132,132,132,1656
2021.10.27 14:30:00,132,132,132,132,1918
2021.10.27 14:45:00,132,132,132,132,1473
2021.10.27 15:00:00,132,132,132,132,2185
2021.10.27 15:15:00,132,132,132,132,2261
2021.10.27 15:30:00,132,132,132,132,2682
2021.10.27 15:45:00,132,132,132,132,2322
2021.10.27 16:00:00,132,132,132,132,2397
2021.10.27 16:15:00,132,132,132,132,2049
2021.10.27 16:30:00,132,132,132,132,2501
2021.10.27 16:45:00,132,132,132,132,2799
2021.10.27 17:00:00,132,132,132,132,4050
2021.10.27 17:15:00,132,132,132,132,4332
2021.10.27 17:30:00,132,132,132,132,3842
2021.10.27 17:45:00,132,132,132,132,3728
2021.10.27 18:00:00,132,132,132,132,3140
2021.10.27 18:15:00,132,132,132,132,2484
2021.10.27 18:30:00,132,132,132,132,1804
2021.10.27 18:45:00,132,132,132,132,1766
2021.10.27 19:00:00,132,132,132,132,1818
2021.10.27 19:15:00,132,132,132,132,1234
2021.10.27 19:30:00,132,132,132,132,1380
2021.10.27 19:45:00,132,132,132,132,1729
2021.10.27 20:00:00,132,132,132,132,2115
2021.10.27 20:15:00,132,132,132,132,1383
2021.10.27 20:30:00,132,132,132,132,1306
2021.10.27 20:45:00,132,132,132,132,1018
2021.10.27 21:00:00,132,132,132,132,1066
2021.10.27 21:15:00,132,132,132,132,873
2021.10.27 21:30:00,132,132,132,132,705
2021.10.27 21:45:00,132,132,132,132,889
2021.10.27 22:00:00,132,132,132,132,1435
2021.10.27 22:15:00,132,132,132,132,1453
2021.10.27 22:30:00,132,132,132,132,2033
2021.10.27 22:45:00,132,132,132,132,1411
2021.10.27 23:00:00,132,132,132,132,1026
2021.10.27 23:15:00,132,132,132,132,322
2021.10.27 23:30:00,132,132,132,132,785
2021.10.27 23:45:00,132,132,132,132,652
2021.10.28 00:00:00,132,132,132,132,132
2021.10.28 00:15:00,132,132,132,132,100
2021.10.28 00:30:00,132,132,132,132,169
2021.10.28 00:45:00,132,132,132,132,123
2021.10.28 01:00:00,132,132,132,132,607
2021.10.28 01:15:00,132,132,132,132,218
2021.10.28 01:30:00,132,132,132,132,612
2021.10.28 01:45:00,132,132,132,132,531
2021.10.28 02:00:00,132,132,132,132,752
2021.10.28 02:15:00,132,132,132,132,464
2021.10.28 02:30:00,132,132,132,132,514
2021.10.28 02:45:00,132,132,132,132,690
